,targets_IBD,targets_nonIBD,killable_IBD,killable_nonIBD,fraction_IBD,fraction_nonIBD
Ruminococcus_lactaris_ATCC_29176,58,452,49,293,0.8448275862068966,0.6482300884955752
Anaerococcus_hydrogenalis_DSM_7454,499,629,329,353,0.6593186372745491,0.56120826709062
Bacteroides_sp_3_1_33FAA,25,137,23,115,0.92,0.8394160583941606
Eubacterium_biforme_DSM_3989,285,361,206,247,0.7228070175438597,0.6842105263157895
Leuconostoc_argentinum_KCTC_3773,642,665,381,392,0.5934579439252337,0.5894736842105263
Staphylococcus_pettenkoferi_VCU012,864,883,466,507,0.5393518518518519,0.5741789354473387
Rhodococcus_equi_ATCC_33707,1247,1297,901,939,0.7225340817963112,0.7239784117193524
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,168,583,150,398,0.8928571428571429,0.6826758147512865
Actinomyces_turicensis_ACS_279_V_Col4,616,663,371,402,0.6022727272727273,0.6063348416289592
Bifidobacterium_longum_longum_CCUG_52486,158,555,114,311,0.7215189873417721,0.5603603603603604
Haemophilus_parainfluenzae_T3T1,108,311,82,211,0.7592592592592593,0.6784565916398714
Bacteroides_eggerthii_DSM_20697,47,215,41,171,0.8723404255319149,0.7953488372093023
Lactobacillus_acidophilus_NCFM,535,627,321,352,0.6,0.5614035087719298
Bacteroides_salyersiae_WAL_10018,153,815,136,576,0.8888888888888888,0.7067484662576687
Helicobacter_cinaedi_CCUG_18818,565,592,302,307,0.5345132743362832,0.518581081081081
Dorea_formicigenerans_ATCC_27755,135,427,115,306,0.8518518518518519,0.7166276346604216
Bacteroides_sp_2_1_22,51,372,44,306,0.8627450980392157,0.8225806451612904
Fusobacterium_nucleatum_subsp_animalis_D11,520,637,307,335,0.5903846153846154,0.5259026687598116
Providencia_stuartii_ATCC_25827,1031,1111,743,685,0.7206595538312318,0.6165616561656165
Collinsella_aerofaciens_ATCC_25986,97,319,81,219,0.8350515463917526,0.6865203761755486
Enterobacter_aerogenes_KCTC_2190,1012,1383,825,1007,0.8152173913043478,0.7281272595806219
Enterococcus_casseliflavus_ATCC_12755,1011,1056,664,622,0.6567754698318496,0.5890151515151515
Kytococcus_sedentarius_DSM_20547,673,709,351,450,0.5215453194650818,0.6346967559943583
Veillonella_sp_6_1_27,344,580,249,299,0.7238372093023255,0.5155172413793103
Clostridium_leptum_DSM_753,113,507,94,296,0.831858407079646,0.5838264299802761
Anaerofustis_stercorihominis_DSM_17244,432,641,250,320,0.5787037037037037,0.49921996879875197
Listeria_monocytogenes_J0161_FSL_R2_499,916,932,594,579,0.648471615720524,0.621244635193133
Grimontia_hollisae_CIP_101886,1028,1077,650,712,0.632295719844358,0.6610956360259982
Staphylococcus_equorum_subsp_equorum_Mu2,955,999,655,653,0.6858638743455497,0.6536536536536537
Ruminococcus_albus_7,706,790,421,459,0.5963172804532578,0.5810126582278481
Lysinibacillus_sphaericus_C3_41,1165,1215,699,713,0.6,0.5868312757201646
Corynebacterium_glucuronolyticum_ATCC_51867,739,782,338,488,0.45737483085250336,0.6240409207161125
Paraprevotella_clara_YIT_11840,129,223,87,139,0.6744186046511628,0.6233183856502242
Ruminococcus_flavefaciens_FD_1,708,782,496,521,0.7005649717514124,0.6662404092071611
Blautia_hydrogenotrophica_DSM_10507,635,794,516,619,0.8125984251968504,0.7795969773299748
Bacteroides_sp_9_1_42FAA,21,127,19,114,0.9047619047619048,0.8976377952755905
Prevotella_melaninogenica_ATCC_25845,440,499,287,273,0.6522727272727272,0.5470941883767535
Collinsella_intestinalis_DSM_13280,352,495,194,233,0.5511363636363636,0.4707070707070707
Yersinia_rohdei_ATCC_43380,1196,1253,641,564,0.5359531772575251,0.4501197126895451
Bacteroides_eggerthii_1_2_48FAA,47,227,43,186,0.9148936170212766,0.8193832599118943
Bacteroides_fluxus_YIT_12057,446,724,345,503,0.773542600896861,0.6947513812154696
Bifidobacterium_bifidum_PRL2010,246,588,166,288,0.6747967479674797,0.4897959183673469
Bacteroides_ovatus_SD_CC_2a,56,403,50,216,0.8928571428571429,0.5359801488833746
Desulfovibrio_piger_ATCC_29098,280,636,211,345,0.7535714285714286,0.5424528301886793
Bacteroides_sp_2_1_7,49,143,47,127,0.9591836734693877,0.8881118881118881
Enterococcus_dispar_ATCC_51266,834,876,587,598,0.7038369304556354,0.682648401826484
Ureaplasma_parvum_serovar_1_str_ATCC_27813,224,249,77,87,0.34375,0.3493975903614458
Bacteroides_sp_D20,26,83,26,71,1.0,0.8554216867469879
Clostridium_difficile_CD196,743,908,571,612,0.7685060565275909,0.6740088105726872
Bifidobacterium_animalis_lactis_V9,556,583,120,289,0.2158273381294964,0.4957118353344768
Pyramidobacter_piscolens_W5455,591,743,273,135,0.4619289340101523,0.1816958277254374
Bacteroides_sp_4_1_36,29,82,26,70,0.896551724137931,0.8536585365853658
Aeromonas_veronii_B565,1123,1183,517,787,0.4603739982190561,0.665257819103973
Citrobacter_sp_30_2,991,1346,832,896,0.8395560040363269,0.6656760772659732
Marvinbryantia_formatexigens_I_52_DSM_14469,589,733,445,539,0.7555178268251274,0.7353342428376535
Solobacterium_moorei_F0204,520,559,293,318,0.5634615384615385,0.5688729874776386
Streptococcus_anginosus_1_2_62CV,598,597,342,372,0.5719063545150501,0.6231155778894473
Kocuria_palustris_PEL,796,835,498,576,0.6256281407035176,0.6898203592814371
Bacillus_mojavensis_RO_H_1,1185,1254,840,861,0.7088607594936709,0.6866028708133971
Corynebacterium_durum_F0235,709,740,439,273,0.6191819464033851,0.3689189189189189
Megasphaera_elsdenii_DSM_20460,514,738,363,396,0.7062256809338522,0.5365853658536586
Prevotella_copri_CB7_DSM_18205,30,77,30,72,1.0,0.935064935064935
Yersinia_pseudotuberculosis_YPIII,1136,1210,664,747,0.5845070422535211,0.6173553719008265
Streptococcus_vestibularis_F0396,498,568,333,365,0.6686746987951807,0.6426056338028169
Cryptobacterium_curtum_DSM_15641,478,495,188,229,0.39330543933054396,0.4626262626262626
Bifidobacterium_longum_longum_JDM301,313,605,213,350,0.6805111821086262,0.5785123966942148
Providencia_rettgeri_DSM_1131,1158,1229,820,803,0.7081174438687392,0.6533767290480065
Streptococcus_salivarius_JIM8777,368,495,266,337,0.7228260869565217,0.6808080808080809
Bifidobacterium_adolescentis_ATCC_15703,116,508,83,293,0.7155172413793104,0.5767716535433071
Faecalibacterium_prausnitzii_M21_2,14,74,14,64,1.0,0.8648648648648649
Lachnospiraceae_bacterium_sp_8_1_57FAA,72,304,63,183,0.875,0.6019736842105263
Bifidobacterium_bifidum_S17,254,583,102,185,0.4015748031496063,0.31732418524871353
Lactobacillus_reuteri_SD2112_ATCC_55730,656,684,415,411,0.6326219512195121,0.6008771929824561
Moraxella_catarrhalis_RH4,660,682,376,356,0.5696969696969697,0.5219941348973607
Enterococcus_faecalis_V583,831,890,247,448,0.2972322503008424,0.503370786516854
Staphylococcus_epidermidis_ATCC_12228,870,917,574,533,0.6597701149425287,0.5812431842966194
Bacteroides_fragilis_3_1_12,501,692,391,478,0.780439121756487,0.6907514450867052
Acidaminococcus_fermentans_DSM_20731,616,680,389,402,0.6314935064935064,0.5911764705882353
Brevibacterium_casei_S18,929,983,658,686,0.7082884822389667,0.6978636826042727
Oxalobacter_formigenes_HOxBLS,536,611,264,285,0.4925373134328358,0.4664484451718494
Bacteroides_vulgatus_ATCC_8482,21,94,18,82,0.8571428571428571,0.8723404255319149
Clostridium_citroniae_WAL_17108,814,1358,737,1073,0.9054054054054054,0.7901325478645066
Edwardsiella_tarda_ATCC_23685,963,1084,388,470,0.40290758047767394,0.43357933579335795
Bacteroides_finegoldii_DSM_17565,40,351,35,224,0.875,0.6381766381766382
Ruminococcaceae_bacterium_D16,171,373,140,290,0.8187134502923976,0.7774798927613941
Curtobacterium_flaccumfaciens_UCD_AKU,836,872,382,424,0.4569377990430622,0.48623853211009177
Burkholderiales_bacterium_1_1_47,11,47,11,47,1.0,1.0
Alistipes_finegoldii_DSM_17242,32,134,27,111,0.84375,0.8283582089552238
Listeria_monocytogenes_SLCC_2540,935,952,586,583,0.6267379679144385,0.6123949579831933
Klebsiella_pneumoniae_pneumoniae_MGH78578,586,1396,524,1035,0.89419795221843,0.7414040114613181
Lactobacillus_casei_casei_BL23,829,851,516,571,0.6224366706875754,0.6709753231492362
Streptococcus_sanguinis_SK36,754,790,486,516,0.6445623342175066,0.6531645569620254
Bifidobacterium_thermophilum_RBL67,621,664,384,172,0.6183574879227053,0.25903614457831325
Bacteroides_ovatus_SD_CMC_3f,44,254,40,216,0.9090909090909091,0.8503937007874016
Fusobacterium_nucleatum_subsp_animalis_7_1,488,608,311,310,0.6372950819672131,0.5098684210526315
Acinetobacter_lwoffii_WJ10621,882,907,519,490,0.5884353741496599,0.5402425578831312
Eggerthella_sp_YY7918,631,679,382,415,0.6053882725832013,0.6111929307805597
Escherichia_albertii_TW07627,819,1164,555,818,0.6776556776556777,0.7027491408934707
Campylobacter_jejuni_jejuni_M1,551,583,267,283,0.484573502722323,0.4854202401372213
Streptococcus_constellatus_subsp_constellatus_SK53,581,598,269,340,0.4629948364888124,0.568561872909699
Acinetobacter_calcoaceticus_PHEA_2,1077,1109,714,750,0.6629526462395543,0.6762849413886384
Morganella_morganii_subsp_morganii_KT,1065,1130,570,682,0.5352112676056338,0.6035398230088496
Clostridium_sp_L2_50,303,518,203,181,0.66996699669967,0.34942084942084944
Gemella_sanguinis_M325,505,562,289,313,0.5722772277227722,0.5569395017793595
Bifidobacterium_bifidum_BGN4,269,578,175,295,0.6505576208178439,0.5103806228373703
Acinetobacter_pittii_ANC_4052,1082,1115,465,791,0.4297597042513863,0.7094170403587444
Campylobacter_coli_JV20,523,579,270,208,0.5162523900573613,0.3592400690846287
Streptococcus_sp_2_1_36FAA,621,664,336,359,0.5410628019323671,0.5406626506024096
Streptococcus_sp_I_G2,596,638,324,338,0.5436241610738255,0.5297805642633229
Enterobacter_cloacae_EcWSU1,1092,1391,812,919,0.7435897435897436,0.6606757728253055
Lactobacillus_coleohominis_101_4_CHN,581,597,326,329,0.5611015490533563,0.5510887772194305
Bifidobacterium_angulatum_DSM_20098,513,583,272,347,0.530214424951267,0.5951972555746141
Propionibacterium_acnes_KPA171202,817,847,501,549,0.6132190942472461,0.6481700118063755
Brevundimonas_diminuta_470_4,757,809,481,485,0.6354029062087186,0.5995055624227441
Clostridium_scindens_ATCC_35704,173,426,154,307,0.8901734104046243,0.7206572769953051
Corynebacterium_propinquum_DSM_44285,700,724,424,436,0.6057142857142858,0.6022099447513812
Lactobacillus_fermentum_IFO_3956,656,694,377,384,0.5746951219512195,0.553314121037464
Escherichia_fergusonii_ATCC_35469,628,1118,504,821,0.802547770700637,0.7343470483005367
Acinetobacter_haemolyticus_NIPH_261,934,957,584,623,0.6252676659528907,0.6509926854754441
Anaerostipes_caccae_DSM_14662,787,989,612,619,0.7776365946632783,0.6258847320525783
Helicobacter_bilis_ATCC_43879,542,582,267,282,0.492619926199262,0.4845360824742268
Fusobacterium_russii_ATCC_25533,525,617,262,375,0.4990476190476191,0.6077795786061588
Bifidobacterium_longum_longum_JCM_1217,150,562,119,330,0.7933333333333333,0.5871886120996441
Clostridiales_sp_1_7_47FAA,608,1013,498,859,0.819078947368421,0.8479763079960513
Enterococcus_phoeniculicola_ATCC_BAA_412,993,1072,716,638,0.7210473313192346,0.5951492537313433
Clostridium_sporogenes_ATCC_15579,776,915,416,468,0.5360824742268041,0.5114754098360655
Bacteroides_sp_20_3,24,127,24,116,1.0,0.9133858267716536
Paenibacillus_barengoltzii_G22,1099,1149,720,734,0.6551410373066424,0.63881636205396
Porphyromonas_uenonis_60_3,445,521,260,283,0.5842696629213483,0.5431861804222649
Bacteroides_faecis_MAJ27,34,184,31,146,0.9117647058823529,0.7934782608695652
Bacteroides_sp_3_1_23,67,307,60,269,0.8955223880597015,0.8762214983713354
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365,574,571,330,333,0.5749128919860628,0.5831873905429071
Odoribacter_splanchnicus_1651_6_DSM_20712,66,390,61,276,0.9242424242424242,0.7076923076923077
Clostridium_botulinum_F_str_230613,913,996,637,679,0.6976998904709748,0.6817269076305221
Collinsella_stercoris_DSM_13279,472,564,283,306,0.5995762711864406,0.5425531914893617
Vibrio_furnissii_NCTC_11218,1245,1311,675,758,0.5421686746987951,0.5781845919145691
Lactobacillus_casei_ATCC_334,715,731,482,458,0.6741258741258741,0.6265389876880985
Lactobacillus_helveticus_DPC_4571,571,617,319,337,0.5586690017513135,0.546191247974068
Corynebacterium_kroppenstedtii_DSM_44385,720,755,445,475,0.6180555555555556,0.6291390728476821
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219,564,579,288,294,0.5106382978723404,0.5077720207253886
Bacillus_pseudofirmus_OF4,1056,1109,669,583,0.6335227272727273,0.5256988277727682
Actinomyces_viscosus_C505,720,772,446,481,0.6194444444444445,0.6230569948186528
Bacteroides_ureolyticus_DSM_20703,460,553,226,267,0.49130434782608695,0.48282097649186256
Mobiluncus_curtisii_ATCC_43063,605,619,296,382,0.48925619834710743,0.617124394184168
Corynebacterium_tuberculostearicum_SK141,692,720,241,419,0.34826589595375723,0.5819444444444445
Bacteroides_fragilis_638R,77,144,70,129,0.9090909090909091,0.8958333333333334
Sutterella_wadsworthensis_3_1_45B,15,38,15,36,1.0,0.9473684210526315
Lactobacillus_paracasei_subsp_paracasei_8700_2,822,846,535,551,0.6508515815085159,0.6513002364066194
Catenibacterium_mitsuokai_DSM_15897,91,170,78,141,0.8571428571428571,0.8294117647058824
Bacillus_pumilus_ATCC_7061,1068,1122,619,669,0.5795880149812734,0.5962566844919787
Brachyspira_pilosicoli_B2904,644,742,393,417,0.610248447204969,0.5619946091644205
Bacteroides_stercoris_ATCC_43183,12,70,10,59,0.8333333333333334,0.8428571428571429
Streptococcus_australis_ATCC_700641,638,707,395,384,0.6191222570532915,0.5431400282885431
Bacteroides_plebeius_M12_DSM_17135,428,675,303,420,0.7079439252336449,0.6222222222222222
Campylobacter_lari_RM2100,500,552,276,307,0.552,0.5561594202898551
Eubacterium_rectale_ATCC_33656,30,64,26,55,0.8666666666666667,0.859375
Clostridium_botulinum_A_str_Hall,849,930,614,648,0.7232037691401649,0.6967741935483871
Butyrivibrio_fibrisolvens_16_4,626,717,408,474,0.6517571884984026,0.6610878661087866
Enterococcus_caccae_ATCC_BAA_1240,905,956,190,640,0.20994475138121546,0.6694560669456067
Ruminococcus_champanellensis_18P13,434,531,249,290,0.5737327188940092,0.5461393596986818
Bacteroides_fragilis_YCH46,52,138,49,117,0.9423076923076923,0.8478260869565217
Staphylococcus_caprae_C87,893,932,584,570,0.6539753639417694,0.6115879828326181
Pseudoramibacter_alactolyticus_ATCC_23263,740,790,499,327,0.6743243243243243,0.4139240506329114
Lactobacillus_reuteri_F275_JCM_1112,606,650,367,364,0.6056105610561056,0.56
Bifidobacterium_bifidum_NCIMB_41171,261,577,191,342,0.7318007662835249,0.5927209705372617
Bacteroides_sp_3_1_19,39,153,34,129,0.8717948717948718,0.8431372549019608
Lactobacillus_salivarius_salivarius_UCC118,612,666,374,401,0.6111111111111112,0.6021021021021021
Atopobium_minutum_10063974,512,539,214,294,0.41796875,0.5454545454545454
Bacteroides_sp_1_1_14,66,280,65,243,0.9848484848484849,0.8678571428571429
Parabacteroides_merdae_ATCC_43184,25,81,24,66,0.96,0.8148148148148148
Adlercreutzia_equolifaciens_DSM_19450,457,624,244,208,0.5339168490153173,0.3333333333333333
Bacillus_sonorensis_L12,1234,1302,822,858,0.6661264181523501,0.6589861751152074
Faecalibacterium_cf_prausnitzii_KLE1255,10,37,9,32,0.9,0.8648648648648649
Clostridium_saccharoperbutylacetonicum_N1_4_HMT,1168,1364,840,951,0.7191780821917808,0.6972140762463344
Desulfovibrio_sp_3_1_syn3,630,742,375,287,0.5952380952380952,0.3867924528301887
Neisseria_flavescens_SK114,740,788,438,455,0.5918918918918918,0.5774111675126904
Campylobacter_hominis_ATCC_BAA_381,473,534,158,163,0.33403805496828753,0.3052434456928839
Helicobacter_pylori_26695,488,518,254,143,0.5204918032786885,0.27606177606177607
Acidaminococcus_intestini_RyC_MR95,151,448,111,271,0.7350993377483444,0.6049107142857143
Prevotella_intermedia_17,425,499,225,260,0.5294117647058824,0.5210420841683366
Alcaligenes_faecalis_subsp_faecalis_NBRC_13111,1033,1074,737,788,0.7134559535333979,0.7337057728119181
Cronobacter_sakazakii_ATCC_BAA_894,1077,1204,754,728,0.7000928505106778,0.6046511627906976
Ruminococcus_sp_5_1_39BFAA,44,79,41,69,0.9318181818181818,0.8734177215189873
Prevotella_timonensis_CRIS_5C_B1,383,447,233,255,0.608355091383812,0.5704697986577181
Fusobacterium_nucleatum_subsp_vincentii_3_1_27,531,627,337,340,0.6346516007532956,0.5422647527910686
Brevibacillus_agri_BAB_2500,1328,1381,652,808,0.49096385542168675,0.5850832729905865
Erysipelotrichaceae_bacterium_5_2_54FAA,241,620,165,396,0.6846473029045643,0.6387096774193548
Dorea_longicatena_DSM_13814,66,299,62,233,0.9393939393939394,0.7792642140468228
Campylobacter_fetus_subsp_fetus_82_40,583,634,304,329,0.5214408233276158,0.5189274447949527
Haemophilus_haemolyticus_M19501,559,674,348,402,0.6225402504472272,0.5964391691394659
Campylobacter_curvus_525_92,371,599,153,251,0.4123989218328841,0.41903171953255425
Neisseria_subflava_NJ9703,730,775,426,436,0.5835616438356165,0.5625806451612904
